ID_sequencing,Spatial,Elevation,MAT,TSEA,MAP,PSEA,Plant_cover,Forest,Grassland,Clay_silt,pH,Soil_C,All_potential_pathogens,Alternaria,Fusarium,Venturia,Phoma,Phaeosphaeriaceae,Cladosporium,Coniochaetaceae,Acremonium,Knufia,Chalara,Mycosphaerellaceae,Didymosphaeriaceae,Teratosphaeriaceae,Coniochaeta,Devriesia,Didymellaceae,Pleosporaceae,Clonostachys,Didymosphaeria,Acrophialophora,Xylariaceae,Bipolaris
1.000,40.992,184.000,20.200,3581.000,1584.000,17.000,5032.260,1.000,0.000,82.000,5.900,1.771,24.856,0.126,13.684,0.003,0.001,0.053,0.151,0.774,1.104,0.000,0.004,0.106,0.114,0.001,0.261,0.000,0.717,0.000,3.203,0.000,0.124,0.216,0.000
2.000,57.981,242.000,-3.600,13977.000,298.000,66.000,2671.500,1.000,0.000,80.000,5.120,3.217,9.566,0.002,0.137,0.002,0.000,0.000,0.184,0.000,0.190,0.000,0.000,0.676,0.000,0.000,0.000,0.000,0.000,0.000,1.208,0.002,0.172,0.524,0.000
3.000,38.029,349.000,6.800,9266.000,1142.000,7.000,4306.470,1.000,0.000,42.000,4.040,34.772,0.887,0.000,0.006,0.037,0.000,0.000,0.003,0.001,0.000,0.000,0.005,0.357,0.001,0.000,0.011,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000
4.000,36.212,406.000,12.000,9952.000,872.000,51.000,2879.100,1.000,0.000,35.800,8.130,5.931,14.774,2.757,1.873,0.001,0.179,0.000,1.346,0.141,0.499,0.000,0.076,0.426,0.000,0.000,0.000,0.000,0.092,0.000,0.203,0.000,0.000,0.171,0.074
5.000,39.100,495.000,9.600,5767.000,1835.000,62.000,3844.800,0.000,1.000,28.200,5.460,9.713,14.497,2.240,0.386,0.997,0.000,0.000,0.035,0.372,0.666,0.098,0.946,0.001,0.037,0.034,0.004,0.000,0.000,0.000,0.186,0.006,0.081,0.000,0.155
6.000,34.866,1340.000,15.100,1228.000,2080.000,39.000,2991.060,0.000,1.000,4.600,5.790,10.647,3.285,0.003,0.057,0.000,0.000,0.000,0.000,0.137,0.031,0.000,0.000,0.066,0.154,0.000,0.005,0.001,0.000,0.052,0.782,0.000,0.000,0.000,0.008
7.000,36.728,2263.000,5.700,7373.000,441.000,40.000,2360.420,1.000,0.000,53.200,5.160,19.257,19.420,0.000,0.007,9.572,0.000,0.005,0.018,0.123,0.000,0.078,6.792,0.021,0.663,0.004,0.109,0.034,0.000,0.008,0.000,0.000,0.000,0.000,0.016
8.000,35.116,1252.000,10.100,6882.000,1991.000,9.000,4582.740,1.000,0.000,6.200,5.810,4.374,1.171,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.008,0.002
9.000,34.866,1340.000,15.100,1228.000,2080.000,39.000,2991.060,1.000,0.000,26.600,4.380,21.215,3.878,0.074,0.089,0.000,0.000,0.039,0.002,0.002,0.080,0.000,0.075,0.000,0.000,0.000,0.017,0.002,0.000,0.000,0.209,0.000,0.000,0.000,0.104
10.000,38.029,349.000,6.800,9266.000,1142.000,7.000,4306.470,0.000,1.000,34.800,7.420,2.750,24.958,4.008,1.545,0.000,0.017,0.210,1.891,6.270,0.975,0.000,0.000,0.001,0.177,0.000,0.092,0.034,4.758,0.876,0.000,0.003,0.041,0.001,0.000
11.000,35.116,1252.000,10.100,6882.000,1991.000,9.000,4582.740,0.000,1.000,36.200,4.630,5.308,7.859,0.325,0.841,0.000,0.000,0.011,0.180,0.000,0.000,0.001,0.000,0.061,0.134,0.352,0.000,0.001,0.000,0.578,0.231,0.000,0.151,0.019,0.046
12.000,38.920,494.000,4.800,9644.000,1141.000,13.000,4252.870,0.000,1.000,20.600,5.000,3.729,2.125,0.195,0.001,0.000,0.000,0.068,0.010,0.217,0.021,0.028,0.221,0.028,0.000,0.000,0.000,0.001,0.001,0.007,0.040,0.000,0.000,0.000,0.065
13.000,38.920,494.000,4.800,9644.000,1141.000,13.000,4252.870,1.000,0.000,6.800,4.180,6.458,0.500,0.045,0.015,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.022
14.000,37.969,267.000,8.900,9709.000,911.000,24.000,2581.390,0.000,1.000,61.800,6.310,1.642,14.510,2.462,1.261,0.000,0.126,0.581,0.940,0.405,0.069,0.000,1.166,0.352,0.369,0.000,0.000,1.215,0.073,0.063,0.130,0.000,0.000,0.055,0.040
15.000,58.029,132.000,-2.800,14208.000,308.000,53.000,3114.805,0.000,1.000,76.000,5.560,2.087,1.670,0.116,0.001,0.001,0.000,0.000,0.039,0.001,0.001,0.000,0.004,0.000,0.000,0.000,0.233,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.078
16.000,37.969,267.000,8.900,9709.000,911.000,24.000,2581.390,1.000,0.000,40.800,5.840,1.953,5.425,0.176,0.094,0.179,0.037,0.061,0.318,0.000,0.036,0.000,0.018,0.000,0.000,0.000,0.000,0.160,0.000,0.116,0.309,0.123,0.000,0.036,0.032
17.000,36.728,2263.000,5.700,7373.000,441.000,40.000,2360.420,0.000,1.000,38.000,5.210,4.890,4.334,0.075,0.209,0.158,0.000,0.032,0.167,0.966,0.000,0.046,0.000,0.000,0.000,0.309,0.025,0.000,0.000,0.168,0.000,0.000,0.000,0.000,0.070
18.000,34.965,738.000,20.500,1244.000,2916.000,25.000,5297.169,0.000,1.000,73.400,5.130,3.900,6.612,0.000,0.125,0.000,0.000,0.000,0.067,0.000,0.226,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.254,0.304
19.000,36.212,406.000,12.000,9952.000,872.000,51.000,2879.100,0.000,1.000,81.600,7.130,2.966,10.352,0.435,2.704,0.029,0.053,1.049,0.685,0.000,0.117,0.000,0.088,0.000,0.443,0.019,0.139,0.038,0.000,0.016,0.063,0.000,0.163,0.174,0.077
20.000,40.017,273.000,6.300,11636.000,749.000,51.000,3145.120,1.000,0.000,29.000,4.870,0.897,11.908,0.003,0.065,0.001,0.000,0.000,0.001,0.392,0.053,0.000,0.000,0.107,0.083,0.000,0.449,0.000,0.000,0.000,0.522,0.000,0.000,0.000,0.868
21.000,40.017,273.000,6.300,11636.000,749.000,51.000,3145.120,0.000,1.000,8.600,4.860,0.607,18.894,1.281,11.292,0.000,0.284,0.207,0.165,0.211,0.564,0.000,0.088,0.643,0.240,0.000,0.000,0.238,0.009,0.031,0.000,0.235,0.071,0.000,0.214
23.000,34.965,738.000,20.500,1244.000,2916.000,25.000,5297.169,1.000,0.000,76.000,4.970,5.335,11.544,1.395,0.511,0.095,0.198,0.122,0.268,0.057,0.000,0.000,0.287,0.000,2.889,0.530,0.821,0.002,0.167,0.000,0.000,0.000,0.000,0.000,0.084
24.000,35.301,161.000,14.600,7575.000,1164.000,11.000,3351.040,1.000,0.000,43.000,5.370,4.979,9.600,0.419,1.889,0.000,0.000,0.000,0.472,1.024,0.000,0.005,0.011,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.053,0.000,0.000,0.101
25.000,41.574,683.000,18.200,2513.000,939.000,55.000,3737.220,0.000,1.000,50.000,5.200,5.001,25.199,11.533,3.702,0.000,0.002,0.000,0.713,0.144,3.254,0.000,0.000,0.766,0.465,1.089,0.158,1.192,0.046,0.000,0.017,0.001,0.970,0.026,0.000
26.000,41.162,407.000,18.400,5049.000,683.000,36.000,1922.490,0.000,1.000,16.500,4.900,1.475,5.943,0.160,0.208,0.000,0.000,0.128,0.182,0.049,0.000,0.000,0.977,0.001,0.167,0.095,0.000,0.000,0.000,0.071,0.079,3.560,0.000,0.000,0.001
27.000,42.101,303.000,17.300,5255.000,330.000,55.000,1326.460,1.000,0.000,20.000,5.100,1.397,11.794,0.091,2.661,0.154,0.000,0.045,0.070,1.908,0.834,0.128,0.585,0.116,0.411,0.000,0.045,0.000,0.000,0.001,0.028,0.054,0.000,0.034,0.000
28.000,41.470,1614.000,13.100,3406.000,926.000,67.000,3228.310,0.000,1.000,58.000,5.200,22.380,26.126,9.840,5.760,0.001,0.001,0.000,0.318,0.391,0.572,0.000,0.000,0.090,0.166,0.000,0.009,1.528,0.000,0.000,0.086,0.027,3.354,0.000,0.069
29.000,41.550,797.000,18.100,2933.000,880.000,62.000,2986.040,0.000,1.000,82.400,5.600,5.958,13.671,4.733,3.364,0.003,0.075,0.000,1.263,0.276,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.006,0.092,0.000,0.000,0.000,0.000,0.000,0.845
30.000,35.572,190.000,13.600,8468.000,1282.000,14.000,3656.470,0.000,1.000,71.000,5.400,1.608,9.600,0.887,7.774,0.000,0.000,0.000,0.171,0.258,0.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000
31.000,37.334,1008.000,9.300,9920.000,454.000,60.000,1356.180,0.000,1.000,39.500,6.600,1.675,32.197,11.306,11.525,0.007,0.000,0.000,0.490,1.013,2.979,0.000,0.005,0.330,0.000,0.000,0.000,0.623,0.000,0.000,0.421,0.000,0.000,0.002,1.469
32.000,40.921,2263.000,0.300,5423.000,1098.000,29.000,3364.762,0.000,1.000,42.450,5.400,3.132,15.711,2.141,6.794,0.004,0.000,0.122,0.013,1.746,0.343,0.000,0.000,0.000,0.000,0.000,0.000,0.235,0.326,0.000,0.000,0.000,0.000,0.000,1.833
33.000,36.203,430.000,11.900,9932.000,877.000,50.000,2936.740,0.000,1.000,92.000,5.600,3.344,13.256,0.128,0.005,0.003,0.003,0.196,0.000,0.005,0.008,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.003,0.000,0.000
34.000,42.417,17.000,9.800,4044.000,764.000,64.000,2645.022,0.000,1.000,64.700,5.800,5.524,17.683,0.000,2.811,0.000,0.000,0.003,0.000,0.003,1.282,0.000,0.000,0.000,0.727,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.375,0.195
35.000,36.455,1965.000,5.700,6539.000,882.000,69.000,2912.650,0.000,1.000,49.300,6.100,4.267,9.939,0.010,1.202,0.014,0.000,0.000,0.396,0.345,0.475,1.291,0.024,0.000,0.249,0.000,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.072
36.000,39.152,1281.000,5.500,6055.000,1647.000,65.000,3826.130,0.000,1.000,44.000,5.400,21.535,3.489,0.005,0.300,0.542,0.000,0.000,0.015,0.000,0.010,0.010,0.073,0.000,0.092,0.000,0.000,0.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37.000,37.701,276.000,9.000,10846.000,855.000,46.000,2763.240,0.000,1.000,12.000,5.600,1.041,4.560,0.002,0.016,2.794,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.000,0.018,0.000,0.000,0.073,0.000,0.214,0.000,0.000,0.000,0.000,0.016
38.000,34.802,161.000,19.100,7299.000,883.000,26.000,2699.340,0.000,1.000,80.200,7.500,4.189,18.426,3.987,4.345,2.016,0.457,1.184,1.044,0.159,0.000,0.242,0.052,0.000,0.222,0.047,0.000,0.002,0.000,0.791,0.000,0.000,0.043,0.037,0.069
39.000,36.766,325.000,11.100,10368.000,867.000,48.000,2901.130,0.000,1.000,75.700,6.500,3.889,9.529,0.410,2.066,1.071,0.000,0.000,0.339,0.048,0.061,0.011,3.103,0.000,0.002,0.066,0.058,0.002,0.000,0.000,0.718,0.000,0.000,0.000,0.016
40.000,36.715,427.000,10.900,10278.000,810.000,51.000,2567.610,0.000,1.000,67.700,7.600,3.177,7.041,0.015,0.025,4.821,0.000,0.002,0.000,0.099,0.000,0.007,0.481,0.000,0.000,0.010,0.017,0.091,0.000,0.007,0.000,0.000,0.000,0.000,0.025
41.000,37.082,398.000,10.500,10580.000,739.000,53.000,2711.480,0.000,1.000,63.500,7.200,4.423,14.190,2.418,6.924,0.000,0.000,0.000,1.000,1.385,0.597,0.000,0.000,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.081,0.439
42.000,37.492,462.000,9.600,10715.000,721.000,54.000,2631.850,0.000,1.000,80.100,6.100,5.001,0.834,0.077,0.043,0.004,0.000,0.004,0.055,0.000,0.006,0.000,0.008,0.028,0.000,0.000,0.000,0.000,0.014,0.041,0.016,0.093,0.000,0.004,0.018
43.000,38.309,430.000,7.900,11281.000,733.000,54.000,2780.500,0.000,1.000,76.200,6.700,6.392,6.382,1.989,0.109,0.004,0.000,0.417,0.526,0.020,0.020,1.435,0.065,0.000,0.378,0.002,0.061,0.028,0.085,0.111,0.000,0.013,0.043,0.000,0.011
44.000,38.749,373.000,7.100,11371.000,789.000,53.000,2317.130,0.000,1.000,38.300,6.300,5.301,5.421,0.008,0.007,3.066,0.000,0.000,0.163,0.005,0.002,0.017,0.068,0.001,0.001,0.146,0.025,0.055,0.000,0.000,0.001,0.000,0.000,0.000,0.010
45.000,38.666,484.000,7.200,11443.000,625.000,52.000,2744.980,0.000,1.000,57.200,7.100,4.979,4.718,0.047,0.268,0.496,0.066,0.003,0.008,0.074,0.034,0.000,0.000,0.000,0.037,0.000,0.179,0.003,0.000,0.117,0.103,0.043,0.003,0.117,0.013
46.000,38.989,511.000,6.500,11583.000,599.000,57.000,3050.440,0.000,1.000,61.300,6.400,4.423,13.757,0.182,0.218,0.000,0.002,0.027,0.120,0.042,0.021,0.002,0.006,0.000,0.257,0.236,0.961,0.225,0.002,1.137,0.033,0.002,0.009,0.000,0.029
47.000,39.142,486.000,6.200,11674.000,580.000,60.000,2879.530,0.000,1.000,74.000,7.900,8.071,24.452,6.556,0.439,0.004,0.091,2.531,3.415,1.284,0.006,0.047,0.006,0.029,0.003,1.139,4.036,0.000,0.137,1.208,0.000,0.100,0.538,0.017,0.025
48.000,41.256,308.000,4.600,12608.000,567.000,57.000,2350.720,0.000,1.000,25.100,7.100,5.020,2.351,0.126,1.055,0.000,0.000,0.000,0.017,0.000,0.221,0.000,0.000,0.000,0.015,0.000,0.002,0.033,0.000,0.080,0.000,0.018,0.018,0.000,0.003
49.000,36.215,360.000,12.100,9974.000,863.000,51.000,2704.750,0.000,1.000,78.000,6.370,0.952,3.613,0.020,0.770,0.000,0.000,0.021,0.063,0.005,0.217,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.015,0.222,0.000,0.044,0.000,0.016
50.000,35.784,62.000,26.500,729.000,2476.000,59.000,6145.780,1.000,0.000,28.900,4.360,2.120,17.165,1.125,2.458,0.377,0.000,0.171,0.181,0.835,0.215,0.000,0.000,0.140,3.500,0.000,0.000,0.000,0.000,0.000,0.132,4.113,0.000,0.000,0.341
51.000,35.784,74.000,26.400,734.000,2513.000,59.000,6213.140,1.000,0.000,42.800,4.510,2.165,16.066,3.187,1.000,0.000,0.000,0.063,5.509,0.000,0.028,0.000,0.000,0.000,0.259,0.000,0.000,0.885,0.012,0.257,0.018,0.000,0.084,0.000,0.000
52.000,35.784,116.000,26.200,721.000,2540.000,58.000,5653.580,1.000,0.000,57.000,5.000,4.679,18.268,0.528,7.000,0.000,0.116,0.058,1.323,0.128,0.298,0.000,1.106,0.000,0.000,1.403,0.055,1.067,0.000,0.000,0.101,0.000,0.462,0.041,0.000
53.000,38.858,396.000,24.700,720.000,3085.000,41.000,3387.960,1.000,0.000,65.000,4.120,5.691,37.542,14.267,19.065,0.000,0.000,0.000,1.332,0.146,0.140,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.003,0.000,0.155,0.000,0.000,0.026
54.000,35.787,161.000,26.000,683.000,2629.000,57.000,6427.310,1.000,0.000,65.000,5.880,5.657,22.839,1.585,12.010,0.000,0.007,0.379,0.311,0.000,0.171,0.000,0.000,0.082,0.000,0.000,0.000,3.333,0.002,0.000,0.000,0.000,0.588,0.124,0.236
55.000,40.070,2002.000,2.800,7906.000,676.000,25.000,2758.710,1.000,0.000,50.000,7.000,8.349,14.141,0.949,5.698,0.279,0.000,0.314,0.928,1.021,0.381,0.000,0.148,0.102,0.090,0.079,0.026,0.745,0.006,0.000,0.006,0.061,0.003,0.180,0.131
56.000,40.070,2002.000,2.800,7906.000,676.000,25.000,2758.710,1.000,0.000,50.000,6.500,9.095,17.125,6.288,2.256,0.003,0.000,0.223,1.736,1.561,0.156,0.000,0.609,0.288,0.113,0.000,0.000,0.000,0.000,0.000,0.077,0.089,0.000,0.000,0.156
57.000,40.070,2002.000,2.800,7906.000,676.000,25.000,2758.710,1.000,0.000,25.000,4.900,9.295,13.262,1.730,5.640,0.002,0.004,0.082,0.091,0.644,0.557,0.000,0.321,0.049,0.212,0.065,0.009,0.051,0.207,0.000,0.214,0.000,0.000,0.000,0.040
58.000,40.070,2002.000,2.800,7906.000,676.000,25.000,2758.710,1.000,0.000,25.000,4.900,3.299,11.738,2.670,0.662,0.000,0.121,5.145,0.098,0.010,0.000,0.019,0.000,0.068,0.002,0.000,0.004,0.000,0.001,0.057,0.000,0.123,0.863,0.645,0.069
59.000,40.070,2002.000,2.800,7906.000,676.000,25.000,2758.710,1.000,0.000,25.000,5.900,2.643,14.305,0.093,7.905,0.008,0.000,0.003,0.005,0.191,0.729,0.000,0.003,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.395,0.000,0.003,0.314,0.000
60.000,40.070,2002.000,2.800,7906.000,676.000,25.000,2758.710,1.000,0.000,20.000,7.100,2.610,1.881,0.004,0.181,0.002,0.000,0.000,0.000,0.259,0.035,0.000,0.002,0.000,0.013,0.000,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.000
61.000,40.070,2002.000,2.800,7906.000,676.000,25.000,2758.710,1.000,0.000,5.000,6.600,10.674,12.065,0.066,0.225,0.726,0.000,0.000,0.075,0.000,0.598,0.000,0.000,0.272,0.081,0.000,0.429,0.000,0.000,0.000,0.147,0.000,0.000,0.047,0.163
62.000,40.070,2002.000,2.800,7906.000,676.000,25.000,2758.710,1.000,0.000,50.000,5.000,2.242,5.970,0.212,1.986,0.117,0.000,0.011,0.159,1.083,0.000,0.000,0.042,0.000,0.000,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032
63.000,40.070,2002.000,2.800,7906.000,676.000,25.000,2758.710,1.000,0.000,50.000,5.900,4.556,7.974,0.095,1.440,0.316,0.000,0.109,0.050,0.329,0.235,0.052,0.077,0.000,0.096,0.028,0.204,0.000,0.000,0.077,0.011,0.000,0.718,0.000,0.026
64.000,40.070,2002.000,2.800,7906.000,676.000,25.000,2758.710,1.000,0.000,50.000,5.500,7.370,2.971,0.058,0.032,0.176,0.000,0.000,0.007,0.019,0.025,0.042,1.556,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65.000,35.106,1564.000,12.800,7834.000,246.000,64.000,391.175,0.000,0.000,22.000,8.310,2.131,9.573,0.013,0.825,1.061,0.000,0.045,0.059,0.028,0.078,0.281,0.960,0.000,0.000,0.108,0.000,0.352,0.000,0.144,0.000,0.000,0.000,0.000,0.011
66.000,39.531,514.000,6.300,11733.000,610.000,54.000,2651.440,0.000,1.000,42.000,6.700,5.079,3.768,0.005,0.023,1.239,0.002,0.000,0.030,0.000,0.000,0.002,0.414,0.407,0.000,0.000,0.020,0.000,0.000,0.068,0.086,0.000,0.005,0.102,0.011
67.000,61.800,742.000,-11.400,14600.000,225.000,64.000,2562.458,0.000,1.000,57.000,4.580,2.610,4.314,0.000,0.002,2.049,0.000,0.000,0.069,0.000,0.000,0.000,0.849,0.000,0.000,0.000,0.678,0.000,0.000,0.000,0.000,0.005,0.002,0.000,0.000
68.000,35.784,74.000,26.400,708.000,2513.000,59.000,6213.140,1.000,0.000,57.900,5.360,2.454,19.277,0.000,5.808,0.000,0.000,0.000,0.036,0.000,0.912,0.000,0.000,0.722,0.000,0.000,0.189,0.000,0.000,0.000,1.427,0.000,0.000,0.444,0.124
69.000,43.215,133.000,16.700,5653.000,440.000,12.000,1846.120,1.000,0.000,37.768,7.920,3.798,23.933,7.923,1.385,0.000,1.405,1.640,4.899,0.000,0.000,0.000,0.000,0.112,0.000,0.000,0.509,0.000,0.000,0.000,0.041,0.000,0.000,0.000,0.000
70.000,43.213,133.000,16.700,5653.000,439.000,12.000,1720.860,1.000,0.000,45.420,7.360,5.557,20.899,8.839,0.705,0.512,0.961,0.955,2.900,0.064,0.186,0.012,0.006,0.064,0.076,0.006,0.705,0.006,0.285,1.980,0.151,0.064,0.023,0.000,0.000
71.000,42.500,129.000,17.400,5783.000,388.000,14.000,1397.490,1.000,0.000,42.297,7.370,2.272,19.315,4.601,0.180,0.477,1.773,1.840,1.228,0.454,0.004,0.056,0.000,0.210,4.049,0.023,0.011,0.030,0.270,0.278,0.008,0.665,0.008,0.105,0.011
72.000,43.722,84.000,16.300,5257.000,400.000,17.000,1914.310,1.000,0.000,41.691,6.020,8.071,15.177,1.226,0.118,1.525,7.519,0.161,0.124,0.215,0.084,0.003,0.000,0.128,0.003,0.017,0.289,0.064,0.037,0.047,0.373,0.292,0.007,0.010,0.000
73.000,43.077,118.000,16.800,5600.000,417.000,18.000,1801.310,1.000,0.000,39.695,6.770,6.425,15.129,0.855,1.167,0.799,5.705,1.055,0.175,0.031,0.169,0.000,0.012,0.612,0.006,0.025,2.091,0.100,0.162,0.019,0.000,0.175,0.006,0.000,0.000
74.000,43.187,142.000,16.700,5642.000,460.000,13.000,2260.340,1.000,0.000,45.314,7.220,7.148,20.634,0.549,0.965,0.343,8.391,0.133,0.359,0.034,0.008,0.008,0.015,1.236,0.000,0.004,0.015,0.042,0.008,0.023,0.000,0.339,0.034,0.000,0.004
75.000,43.750,90.000,16.300,5295.000,392.000,15.000,2323.420,1.000,0.000,38.314,7.090,3.393,15.196,0.286,0.652,0.080,1.397,0.307,0.196,0.005,0.076,0.175,0.009,0.286,0.017,0.000,0.487,0.095,0.019,0.009,0.009,0.047,0.031,0.000,0.000
76.000,43.750,96.000,16.300,5328.000,394.000,15.000,2209.940,1.000,0.000,61.958,7.110,8.405,11.904,0.120,0.188,0.495,7.839,0.057,0.034,0.011,0.080,0.006,0.000,0.826,0.131,0.006,0.125,0.427,0.028,0.000,0.000,0.028,0.006,0.006,0.006
77.000,43.094,131.000,16.700,5637.000,443.000,17.000,2013.080,1.000,0.000,43.992,7.160,2.944,22.531,2.371,0.619,0.337,2.270,0.354,1.141,3.322,0.025,0.011,0.000,0.195,0.435,1.124,0.025,0.318,0.045,0.290,0.000,0.106,0.020,0.061,0.000
78.000,43.818,92.000,16.200,5263.000,408.000,15.000,1958.070,1.000,0.000,38.358,8.230,5.835,19.856,2.311,2.656,2.270,1.848,1.218,0.564,0.006,0.642,0.030,0.000,0.440,0.065,0.297,0.024,0.226,0.202,0.077,0.018,0.588,0.000,0.000,0.012
